#Cloudy 17.00 models results grids
# O/H: 7.1 - 8.9, log U: -4.0 - -1.5, T*: 30 - 60 kK
# SED: black body 
#spherical geometry
#
12+log(O/H) Teff log(Usp) OII_3727 OIII_5007 SII_6717,31 SIII_9069 He1_4471 He1_5876 HeI_6678 HeII_4686 ArIV_4740 ArIII_7135
8.0000 30000.0000 -3.0100 2.7649 0.1160 0.5038 0.0922 0.0153 0.0393 0.0111 0.0000 0.0000 0.0262
8.0000 30000.0000 -3.2500 2.4252 0.0346 0.6105 0.0638 0.0146 0.0374 0.0106 0.0000 0.0000 0.0214
8.0000 30000.0000 -3.5000 2.0492 0.0099 0.6846 0.0404 0.0137 0.0352 0.0100 0.0000 0.0000 0.0171
8.0000 30000.0000 -3.7400 1.6994 0.0029 0.7179 0.0246 0.0125 0.0321 0.0091 0.0000 0.0000 0.0133
8.0000 30000.0000 -4.0000 1.3723 0.0000 0.7230 0.0143 0.0109 0.0280 0.0080 0.0000 0.0000 0.0099
8.0000 32500.0000 -1.5300 1.9015 3.4290 0.0899 0.2065 0.0219 0.0564 0.0158 0.0000 0.0000 0.0628
8.0000 32500.0000 -1.7800 2.1586 2.8237 0.1119 0.1993 0.0218 0.0562 0.0158 0.0000 0.0000 0.0603
8.0000 32500.0000 -2.0200 2.4119 2.2621 0.1426 0.1903 0.0217 0.0558 0.0157 0.0000 0.0000 0.0573
8.0000 32500.0000 -2.2700 2.6580 1.7058 0.1881 0.1779 0.0214 0.0548 0.0154 0.0000 0.0000 0.0533
8.0000 32500.0000 -2.5100 2.8781 1.1685 0.2523 0.1615 0.0206 0.0529 0.0149 0.0000 0.0000 0.0481
8.0000 32500.0000 -2.7600 3.0381 0.6524 0.3397 0.1398 0.0196 0.0503 0.0142 0.0000 0.0000 0.0420
8.0000 32500.0000 -3.0200 2.9927 0.2430 0.4623 0.1096 0.0186 0.0476 0.0135 0.0000 0.0000 0.0352
8.0000 32500.0000 -3.2500 2.7117 0.0775 0.5817 0.0796 0.0177 0.0453 0.0128 0.0000 0.0000 0.0290
8.0000 32500.0000 -3.5000 2.3310 0.0222 0.6818 0.0525 0.0165 0.0424 0.0120 0.0000 0.0000 0.0233
8.0000 32500.0000 -3.7500 1.9479 0.0064 0.7401 0.0327 0.0151 0.0388 0.0110 0.0000 0.0000 0.0182
8.0000 32500.0000 -4.0000 1.5841 0.0018 0.7652 0.0194 0.0133 0.0342 0.0097 0.0000 0.0000 0.0136
8.0000 35000.0000 -1.5300 1.6035 4.2629 0.0861 0.2139 0.0220 0.0567 0.0159 0.0000 0.0016 0.0658
8.0000 35000.0000 -1.7700 1.8490 3.6089 0.1040 0.2083 0.0220 0.0566 0.0159 0.0000 0.0010 0.0638
8.0000 35000.0000 -2.0100 2.1150 2.9819 0.1292 0.2008 0.0220 0.0564 0.0159 0.0000 0.0000 0.0613
8.0000 35000.0000 -2.2600 2.4035 2.3442 0.1667 0.1901 0.0218 0.0561 0.0158 0.0000 0.0000 0.0582
8.0000 35000.0000 -2.5100 2.7021 1.6957 0.2222 0.1753 0.0216 0.0554 0.0156 0.0000 0.0000 0.0541
8.0000 35000.0000 -2.7600 2.9856 1.0353 0.3025 0.1547 0.0211 0.0541 0.0153 0.0000 0.0000 0.0489
8.0000 35000.0000 -3.0100 3.1376 0.4571 0.4185 0.1270 0.0205 0.0524 0.0148 0.0000 0.0000 0.0426
8.0000 35000.0000 -3.2500 2.9676 0.1520 0.5515 0.0952 0.0196 0.0503 0.0142 0.0000 0.0000 0.0358
8.0000 35000.0000 -3.5000 2.5914 0.0428 0.6751 0.0643 0.0185 0.0475 0.0134 0.0000 0.0000 0.0289
8.0000 35000.0000 -3.7500 2.1819 0.0124 0.7553 0.0410 0.0171 0.0440 0.0125 0.0000 0.0000 0.0229
8.0000 35000.0000 -4.0000 1.7867 0.0035 0.8005 0.0247 0.0154 0.0396 0.0112 0.0000 0.0000 0.0174
8.0000 37500.0000 -1.5200 1.3617 5.0529 0.0847 0.2179 0.0220 0.0568 0.0159 0.0000 0.0028 0.0677
8.0000 37500.0000 -1.7600 1.5892 4.3506 0.1002 0.2143 0.0221 0.0568 0.0159 0.0000 0.0018 0.0662
8.0000 37500.0000 -2.0100 1.8568 3.6447 0.1229 0.2082 0.0221 0.0567 0.0159 0.0000 0.0011 0.0641
8.0000 37500.0000 -2.2600 2.1561 2.9508 0.1555 0.1992 0.0220 0.0566 0.0159 0.0000 0.0000 0.0615
8.0000 37500.0000 -2.5100 2.4920 2.2298 0.2043 0.1860 0.0219 0.0562 0.0158 0.0000 0.0000 0.0580
8.0000 37500.0000 -2.7600 2.8666 1.4561 0.2790 0.1667 0.0217 0.0556 0.0157 0.0000 0.0000 0.0534
8.0000 37500.0000 -3.0000 3.1784 0.7203 0.3902 0.1404 0.0213 0.0546 0.0154 0.0000 0.0000 0.0477
8.0000 37500.0000 -3.2500 3.1596 0.2539 0.5311 0.1079 0.0207 0.0530 0.0150 0.0000 0.0000 0.0409
8.0000 37500.0000 -3.5000 2.8199 0.0736 0.6682 0.0751 0.0198 0.0508 0.0144 0.0000 0.0000 0.0337
8.0000 37500.0000 -3.7500 2.3988 0.0213 0.7672 0.0491 0.0186 0.0479 0.0136 0.0000 0.0000 0.0272
8.0000 37500.0000 -4.0000 1.9761 0.0059 0.8307 0.0301 0.0171 0.0440 0.0125 0.0000 0.0000 0.0212
8.0000 40000.0000 -1.4700 1.1549 5.8746 0.0836 0.2185 0.0221 0.0569 0.0159 0.0000 0.0046 0.0685
8.0000 40000.0000 -1.7200 1.3594 5.1141 0.0973 0.2177 0.0221 0.0569 0.0160 0.0000 0.0031 0.0678
8.0000 40000.0000 -1.9800 1.6163 4.3345 0.1177 0.2137 0.0221 0.0569 0.0160 0.0000 0.0019 0.0663
8.0000 40000.0000 -2.2300 1.9053 3.5957 0.1460 0.2069 0.0221 0.0568 0.0160 0.0000 0.0011 0.0642
8.0000 40000.0000 -2.4800 2.2535 2.8150 0.1892 0.1957 0.0221 0.0567 0.0159 0.0000 0.0000 0.0613
8.0000 40000.0000 -2.7400 2.6884 1.9367 0.2592 0.1777 0.0220 0.0563 0.0159 0.0000 0.0000 0.0571
8.0000 40000.0000 -2.9900 3.1273 1.0654 0.3638 0.1529 0.0217 0.0557 0.0157 0.0000 0.0000 0.0519
8.0000 40000.0000 -3.2500 3.2980 0.3970 0.5121 0.1197 0.0213 0.0547 0.0155 0.0000 0.0000 0.0453
8.0000 40000.0000 -3.5000 3.0323 0.1202 0.6591 0.0857 0.0207 0.0531 0.0150 0.0000 0.0000 0.0381
8.0000 40000.0000 -3.7500 2.5950 0.0338 0.7772 0.0566 0.0198 0.0507 0.0144 0.0000 0.0000 0.0311
8.0000 40000.0000 -4.0000 2.1499 0.0094 0.8571 0.0353 0.0185 0.0475 0.0135 0.0000 0.0000 0.0247
8.0000 45000.0000 -1.4700 0.9346 7.0277 0.0892 0.2120 0.0220 0.0566 0.0159 0.0026 0.0085 0.0670
8.0000 45000.0000 -1.7200 1.1023 6.2292 0.1012 0.2161 0.0221 0.0568 0.0159 0.0018 0.0059 0.0680
8.0000 45000.0000 -1.9700 1.3150 5.4170 0.1186 0.2170 0.0221 0.0570 0.0160 0.0013 0.0039 0.0680
8.0000 45000.0000 -2.2300 1.5826 4.5895 0.1441 0.2142 0.0222 0.0570 0.0160 0.0000 0.0024 0.0672
8.0000 45000.0000 -2.4800 1.9138 3.7463 0.1817 0.2070 0.0222 0.0570 0.0160 0.0000 0.0012 0.0654
8.0000 45000.0000 -2.7300 2.3590 2.7938 0.2424 0.1928 0.0222 0.0570 0.0160 0.0000 0.0000 0.0623
8.0000 45000.0000 -2.9900 2.9425 1.7231 0.3426 0.1697 0.0222 0.0568 0.0160 0.0000 0.0000 0.0576
8.0000 45000.0000 -3.2400 3.3974 0.7733 0.4863 0.1385 0.0220 0.0565 0.0160 0.0000 0.0000 0.0518
8.0000 45000.0000 -3.4900 3.3438 0.2510 0.6498 0.1028 0.0218 0.0558 0.0158 0.0000 0.0000 0.0449
8.0000 45000.0000 -3.7500 2.9230 0.0697 0.7955 0.0695 0.0213 0.0546 0.0155 0.0000 0.0000 0.0375
8.0000 45000.0000 -4.0000 2.4465 0.0194 0.9024 0.0447 0.0205 0.0527 0.0149 0.0000 0.0000 0.0308
8.0000 50000.0000 -1.4600 0.8062 7.9190 0.0961 0.2000 0.0217 0.0559 0.0157 0.0067 0.0127 0.0636
8.0000 50000.0000 -1.7200 0.9520 7.0965 0.1080 0.2084 0.0219 0.0564 0.0158 0.0048 0.0093 0.0660
8.0000 50000.0000 -1.9700 1.1361 6.2653 0.1244 0.2137 0.0220 0.0567 0.0159 0.0034 0.0065 0.0675
8.0000 50000.0000 -2.2300 1.3746 5.4092 0.1483 0.2154 0.0221 0.0569 0.0160 0.0025 0.0042 0.0681
8.0000 50000.0000 -2.4800 1.6824 4.5150 0.1837 0.2124 0.0222 0.0570 0.0160 0.0019 0.0023 0.0675
8.0000 50000.0000 -2.7300 2.1113 3.5105 0.2406 0.2022 0.0223 0.0572 0.0161 0.0016 0.0010 0.0656
8.0000 50000.0000 -2.9900 2.7373 2.3352 0.3375 0.1815 0.0224 0.0573 0.0162 0.0014 0.0000 0.0618
8.0000 50000.0000 -3.2400 3.3760 1.1651 0.4826 0.1507 0.0224 0.0574 0.0162 0.0012 0.0000 0.0563
8.0000 50000.0000 -3.5000 3.5336 0.4152 0.6534 0.1149 0.0224 0.0573 0.0162 0.0011 0.0000 0.0498
8.0000 50000.0000 -3.7500 3.1786 0.1194 0.8153 0.0798 0.0222 0.0570 0.0161 0.0000 0.0000 0.0426
8.0000 50000.0000 -4.0000 2.6861 0.0336 0.9432 0.0526 0.0219 0.0563 0.0159 0.0000 0.0000 0.0358
8.0000 55000.0000 -1.4700 0.7336 8.5132 0.1036 0.1868 0.0213 0.0548 0.0153 0.0136 0.0166 0.0599
8.0000 55000.0000 -1.7200 0.8598 7.7450 0.1154 0.1978 0.0215 0.0554 0.0155 0.0100 0.0128 0.0632
8.0000 55000.0000 -1.9800 1.0278 6.9060 0.1321 0.2068 0.0218 0.0560 0.0157 0.0074 0.0092 0.0658
8.0000 55000.0000 -2.2300 1.2446 6.0504 0.1556 0.2123 0.0220 0.0564 0.0158 0.0055 0.0062 0.0676
8.0000 55000.0000 -2.4800 1.5341 5.1278 0.1907 0.2135 0.0221 0.0568 0.0159 0.0043 0.0037 0.0683
8.0000 55000.0000 -2.7300 1.9403 4.0968 0.2461 0.2075 0.0223 0.0571 0.0161 0.0035 0.0017 0.0677
8.0000 55000.0000 -2.9900 2.5589 2.8775 0.3406 0.1900 0.0224 0.0574 0.0162 0.0031 0.0000 0.0649
8.0000 55000.0000 -3.2400 3.2863 1.5812 0.4835 0.1607 0.0226 0.0578 0.0163 0.0028 0.0000 0.0600
8.0000 55000.0000 -3.5000 3.6402 0.6010 0.6635 0.1239 0.0227 0.0583 0.0165 0.0024 0.0000 0.0536
8.0000 55000.0000 -3.7500 3.3725 0.1796 0.8378 0.0878 0.0229 0.0587 0.0166 0.0019 0.0000 0.0466
8.0000 55000.0000 -4.0000 2.8795 0.0510 0.9829 0.0588 0.0229 0.0589 0.0167 0.0013 0.0000 0.0398
8.0000 60000.0000 -1.4700 0.6871 8.8790 0.1101 0.1739 0.0206 0.0530 0.0148 0.0241 0.0201 0.0562
8.0000 60000.0000 -1.7200 0.8047 8.1656 0.1228 0.1869 0.0210 0.0541 0.0151 0.0181 0.0159 0.0602
8.0000 60000.0000 -1.9800 0.9593 7.3716 0.1400 0.1984 0.0214 0.0550 0.0154 0.0137 0.0119 0.0637
8.0000 60000.0000 -2.2300 1.1596 6.5381 0.1638 0.2069 0.0217 0.0556 0.0156 0.0104 0.0084 0.0664
8.0000 60000.0000 -2.4800 1.4300 5.6308 0.1987 0.2117 0.0219 0.0562 0.0158 0.0082 0.0053 0.0682
8.0000 60000.0000 -2.7400 1.8203 4.5791 0.2546 0.2098 0.0221 0.0567 0.0159 0.0068 0.0027 0.0688
8.0000 60000.0000 -2.9800 2.4009 3.3686 0.3453 0.1963 0.0223 0.0572 0.0161 0.0060 0.0000 0.0673
8.0000 60000.0000 -3.2400 3.2006 1.9378 0.4940 0.1674 0.0226 0.0579 0.0163 0.0055 0.0000 0.0627
8.0000 60000.0000 -3.4900 3.6869 0.8203 0.6720 0.1320 0.0229 0.0587 0.0166 0.0048 0.0000 0.0568
8.0000 60000.0000 -3.7500 3.5200 0.2461 0.8631 0.0939 0.0233 0.0598 0.0169 0.0037 0.0000 0.0497
8.0000 60000.0000 -4.0000 3.0393 0.0707 1.0228 0.0639 0.0237 0.0608 0.0172 0.0026 0.0000 0.0432
8.0000 70000.0000 -1.5000 0.6533 8.8699 0.1220 0.1544 0.0189 0.0485 0.0135 0.0543 0.0244 0.0510
8.0000 70000.0000 -1.7500 0.7595 8.3831 0.1366 0.1688 0.0196 0.0503 0.0140 0.0429 0.0203 0.0553
8.0000 70000.0000 -2.0000 0.8999 7.7528 0.1559 0.1826 0.0202 0.0518 0.0145 0.0338 0.0161 0.0595
8.0000 70000.0000 -2.2500 1.0831 7.0280 0.1817 0.1946 0.0207 0.0531 0.0149 0.0269 0.0121 0.0634
8.0000 70000.0000 -2.5000 1.3329 6.2061 0.2187 0.2041 0.0211 0.0542 0.0152 0.0218 0.0083 0.0666
8.0000 70000.0000 -2.7500 1.6940 5.2223 0.2766 0.2085 0.0215 0.0551 0.0155 0.0184 0.0047 0.0690
8.0000 70000.0000 -2.9900 2.2380 4.0247 0.3698 0.2016 0.0219 0.0560 0.0157 0.0165 0.0019 0.0698
8.0000 70000.0000 -3.2500 3.0513 2.5229 0.5227 0.1761 0.0223 0.0571 0.0161 0.0151 0.0000 0.0667
8.0000 70000.0000 -3.5000 3.6963 1.1929 0.7077 0.1409 0.0229 0.0587 0.0166 0.0133 0.0000 0.0611
8.0000 70000.0000 -3.7600 3.7171 0.3854 0.9157 0.1023 0.0238 0.0609 0.0172 0.0103 0.0000 0.0544
8.0000 70000.0000 -4.0100 3.2702 0.1118 1.1017 0.0708 0.0247 0.0634 0.0179 0.0074 0.0000 0.0482
8.0000 80000.0000 -1.5200 0.6451 8.1754 0.1303 0.1408 0.0166 0.0425 0.0118 0.0953 0.0260 0.0472
8.0000 80000.0000 -1.7700 0.7466 7.9913 0.1469 0.1551 0.0176 0.0451 0.0126 0.0784 0.0226 0.0516
8.0000 80000.0000 -2.0200 0.8806 7.6048 0.1686 0.1698 0.0185 0.0474 0.0132 0.0640 0.0188 0.0561
8.0000 80000.0000 -2.2700 1.0553 7.0624 0.1967 0.1833 0.0192 0.0493 0.0138 0.0526 0.0150 0.0603
8.0000 80000.0000 -2.5100 1.2938 6.3831 0.2364 0.1952 0.0199 0.0510 0.0143 0.0438 0.0110 0.0643
8.0000 80000.0000 -2.7600 1.6374 5.5411 0.2973 0.2037 0.0205 0.0524 0.0147 0.0378 0.0069 0.0679
8.0000 80000.0000 -3.0000 2.1523 4.4434 0.3940 0.2022 0.0210 0.0536 0.0151 0.0342 0.0030 0.0705
8.0000 80000.0000 -3.2600 2.9451 2.9459 0.5529 0.1806 0.0216 0.0552 0.0156 0.0315 0.0000 0.0692
8.0000 80000.0000 -3.5000 3.6732 1.4976 0.7471 0.1460 0.0225 0.0575 0.0162 0.0276 0.0000 0.0640
8.0000 80000.0000 -3.7600 3.8296 0.5115 0.9702 0.1070 0.0238 0.0609 0.0172 0.0215 0.0000 0.0576
8.0000 80000.0000 -4.0100 3.4265 0.1505 1.1775 0.0751 0.0253 0.0648 0.0183 0.0158 0.0000 0.0517
8.0000 90000.0000 -1.5400 0.6423 7.0613 0.1351 0.1303 0.0139 0.0357 0.0099 0.1424 0.0256 0.0438
8.0000 90000.0000 -1.7900 0.7433 7.1827 0.1538 0.1446 0.0152 0.0389 0.0109 0.1212 0.0233 0.0483
8.0000 90000.0000 -2.0400 0.8755 7.0740 0.1775 0.1594 0.0164 0.0419 0.0117 0.1021 0.0203 0.0529
8.0000 90000.0000 -2.2800 1.0468 6.7565 0.2082 0.1736 0.0174 0.0445 0.0124 0.0863 0.0169 0.0574
8.0000 90000.0000 -2.5200 1.2790 6.2637 0.2505 0.1868 0.0183 0.0467 0.0131 0.0736 0.0132 0.0618
8.0000 90000.0000 -2.7700 1.6110 5.6002 0.3142 0.1978 0.0190 0.0486 0.0136 0.0645 0.0089 0.0661
8.0000 90000.0000 -3.0100 2.1025 4.6739 0.4146 0.2005 0.0197 0.0503 0.0141 0.0588 0.0043 0.0703
8.0000 90000.0000 -3.2600 2.8725 3.2415 0.5806 0.1826 0.0205 0.0524 0.0148 0.0540 0.0011 0.0707
8.0000 90000.0000 -3.5000 3.6462 1.7298 0.7852 0.1488 0.0217 0.0555 0.0156 0.0470 0.0000 0.0660
8.0000 90000.0000 -3.7600 3.9017 0.6130 1.0234 0.1098 0.0235 0.0600 0.0170 0.0368 0.0000 0.0598
8.0000 90000.0000 -4.0100 3.5316 0.1824 1.2493 0.0777 0.0255 0.0653 0.0185 0.0274 0.0000 0.0543
8.3000 30000.0000 -1.5100 2.3515 2.4732 0.1364 0.2643 0.0220 0.0570 0.0160 0.0000 0.0000 0.0957
8.3000 30000.0000 -1.7500 2.4884 1.9390 0.1741 0.2517 0.0217 0.0562 0.0158 0.0000 0.0000 0.0895
8.3000 30000.0000 -1.9900 2.5865 1.4806 0.2260 0.2364 0.0209 0.0539 0.0152 0.0000 0.0000 0.0808
8.3000 30000.0000 -2.2400 2.6532 1.0573 0.2961 0.2167 0.0194 0.0500 0.0141 0.0000 0.0000 0.0701
8.3000 30000.0000 -2.4900 2.6745 0.6684 0.3839 0.1919 0.0177 0.0457 0.0129 0.0000 0.0000 0.0596
8.3000 30000.0000 -2.7300 2.5878 0.3246 0.4938 0.1591 0.0163 0.0421 0.0120 0.0000 0.0000 0.0498
8.3000 30000.0000 -2.9800 2.2811 0.1095 0.6204 0.1172 0.0154 0.0397 0.0113 0.0000 0.0000 0.0399
8.3000 30000.0000 -3.2300 1.8321 0.0313 0.7143 0.0767 0.0147 0.0379 0.0108 0.0000 0.0000 0.0311
8.3000 30000.0000 -3.4900 1.3474 0.0081 0.7386 0.0446 0.0137 0.0356 0.0101 0.0000 0.0000 0.0228
8.3000 30000.0000 -3.7400 0.9391 0.0021 0.7023 0.0244 0.0124 0.0321 0.0091 0.0000 0.0000 0.0158
8.3000 30000.0000 -3.9900 0.6366 0.0000 0.6416 0.0130 0.0106 0.0276 0.0079 0.0000 0.0000 0.0105
8.3000 32500.0000 -1.5100 2.0484 3.4706 0.1256 0.2796 0.0222 0.0575 0.0162 0.0000 0.0011 0.1036
8.3000 32500.0000 -1.7500 2.2384 2.8097 0.1544 0.2689 0.0222 0.0573 0.0161 0.0000 0.0000 0.0987
8.3000 32500.0000 -1.9900 2.4060 2.2248 0.1944 0.2559 0.0220 0.0568 0.0160 0.0000 0.0000 0.0932
8.3000 32500.0000 -2.2400 2.5503 1.6689 0.2529 0.2384 0.0216 0.0557 0.0157 0.0000 0.0000 0.0859
8.3000 32500.0000 -2.4800 2.6674 1.1412 0.3338 0.2155 0.0208 0.0535 0.0151 0.0000 0.0000 0.0767
8.3000 32500.0000 -2.7300 2.7311 0.6353 0.4425 0.1851 0.0197 0.0508 0.0144 0.0000 0.0000 0.0664
8.3000 32500.0000 -2.9900 2.5733 0.2304 0.5904 0.1413 0.0187 0.0481 0.0137 0.0000 0.0000 0.0545
8.3000 32500.0000 -3.2300 2.1846 0.0720 0.7128 0.0987 0.0178 0.0458 0.0130 0.0000 0.0000 0.0435
8.3000 32500.0000 -3.4900 1.6803 0.0191 0.7818 0.0606 0.0165 0.0427 0.0121 0.0000 0.0000 0.0326
8.3000 32500.0000 -3.7400 1.2191 0.0049 0.7817 0.0347 0.0150 0.0388 0.0110 0.0000 0.0000 0.0232
8.3000 32500.0000 -3.9900 0.8510 0.0012 0.7402 0.0190 0.0131 0.0339 0.0097 0.0000 0.0000 0.0158
8.3000 35000.0000 -1.5000 1.7801 4.4593 0.1221 0.2911 0.0223 0.0578 0.0162 0.0000 0.0021 0.1097
8.3000 35000.0000 -1.7400 1.9820 3.7033 0.1457 0.2822 0.0223 0.0577 0.0162 0.0000 0.0013 0.1054
8.3000 35000.0000 -1.9800 2.1829 3.0106 0.1786 0.2709 0.0223 0.0575 0.0162 0.0000 0.0000 0.1006
8.3000 35000.0000 -2.2300 2.3870 2.3399 0.2274 0.2558 0.0221 0.0570 0.0161 0.0000 0.0000 0.0949
8.3000 35000.0000 -2.4800 2.5897 1.6814 0.2991 0.2352 0.0219 0.0563 0.0159 0.0000 0.0000 0.0877
8.3000 35000.0000 -2.7200 2.7771 1.0220 0.4031 0.2068 0.0213 0.0549 0.0156 0.0000 0.0000 0.0789
8.3000 35000.0000 -2.9900 2.8174 0.4375 0.5535 0.1663 0.0206 0.0531 0.0150 0.0000 0.0000 0.0677
8.3000 35000.0000 -3.2300 2.5339 0.1453 0.7043 0.1213 0.0197 0.0509 0.0144 0.0000 0.0000 0.0555
8.3000 35000.0000 -3.4900 2.0211 0.0385 0.8153 0.0772 0.0185 0.0479 0.0136 0.0000 0.0000 0.0425
8.3000 35000.0000 -3.7400 1.5113 0.0101 0.8496 0.0458 0.0170 0.0441 0.0125 0.0000 0.0000 0.0312
8.3000 35000.0000 -3.9900 1.0840 0.0025 0.8322 0.0257 0.0152 0.0394 0.0112 0.0000 0.0000 0.0219
8.3000 37500.0000 -1.4900 1.5621 5.4550 0.1222 0.2992 0.0224 0.0579 0.0163 0.0000 0.0037 0.1146
8.3000 37500.0000 -1.7300 1.7616 4.5941 0.1427 0.2923 0.0224 0.0579 0.0163 0.0000 0.0023 0.1107
8.3000 37500.0000 -1.9800 1.9819 3.7743 0.1726 0.2825 0.0224 0.0578 0.0163 0.0000 0.0014 0.1063
8.3000 37500.0000 -2.2200 2.2149 3.0084 0.2155 0.2693 0.0223 0.0576 0.0162 0.0000 0.0000 0.1012
8.3000 37500.0000 -2.4700 2.4678 2.2476 0.2797 0.2508 0.0222 0.0572 0.0162 0.0000 0.0000 0.0951
8.3000 37500.0000 -2.7200 2.7547 1.4569 0.3791 0.2245 0.0220 0.0565 0.0160 0.0000 0.0000 0.0873
8.3000 37500.0000 -2.9800 2.9728 0.7181 0.5264 0.1878 0.0215 0.0554 0.0157 0.0000 0.0000 0.0778
8.3000 37500.0000 -3.2300 2.8347 0.2493 0.7014 0.1408 0.0209 0.0537 0.0152 0.0000 0.0000 0.0655
8.3000 37500.0000 -3.4900 2.3498 0.0687 0.8429 0.0932 0.0199 0.0513 0.0146 0.0000 0.0000 0.0517
8.3000 37500.0000 -3.7400 1.8104 0.0184 0.9099 0.0573 0.0186 0.0481 0.0137 0.0000 0.0000 0.0392
8.3000 37500.0000 -4.0000 1.3247 0.0046 0.9164 0.0330 0.0170 0.0439 0.0125 0.0000 0.0000 0.0284
8.3000 40000.0000 -1.4400 1.3742 6.5438 0.1231 0.3036 0.0224 0.0579 0.0163 0.0000 0.0062 0.1180
8.3000 40000.0000 -1.6900 1.5657 5.5647 0.1412 0.2999 0.0225 0.0580 0.0163 0.0000 0.0040 0.1152
8.3000 40000.0000 -1.9500 1.7928 4.6105 0.1683 0.2924 0.0225 0.0579 0.0163 0.0000 0.0024 0.1113
8.3000 40000.0000 -2.2000 2.0354 3.7529 0.2060 0.2817 0.0225 0.0578 0.0163 0.0000 0.0013 0.1070
8.3000 40000.0000 -2.4500 2.3221 2.8868 0.2644 0.2656 0.0224 0.0576 0.0163 0.0000 0.0000 0.1015
8.3000 40000.0000 -2.7100 2.6777 1.9690 0.3589 0.2411 0.0223 0.0573 0.0162 0.0000 0.0000 0.0945
8.3000 40000.0000 -2.9600 3.0366 1.0738 0.5032 0.2068 0.0220 0.0566 0.0160 0.0000 0.0000 0.0859
8.3000 40000.0000 -3.2300 3.0936 0.3986 0.6970 0.1595 0.0215 0.0555 0.0157 0.0000 0.0000 0.0743
8.3000 40000.0000 -3.4900 2.6785 0.1165 0.8635 0.1098 0.0209 0.0537 0.0152 0.0000 0.0000 0.0605
8.3000 40000.0000 -3.7400 2.1038 0.0306 0.9637 0.0687 0.0198 0.0512 0.0145 0.0000 0.0000 0.0469
8.3000 40000.0000 -4.0000 1.5694 0.0078 0.9947 0.0405 0.0184 0.0477 0.0135 0.0000 0.0000 0.0350
8.3000 45000.0000 -1.4400 1.1786 8.2214 0.1355 0.3011 0.0224 0.0577 0.0162 0.0025 0.0119 0.1192
8.3000 45000.0000 -1.6900 1.3506 7.1139 0.1518 0.3038 0.0225 0.0579 0.0163 0.0018 0.0082 0.1190
8.3000 45000.0000 -1.9400 1.5595 6.0422 0.1755 0.3025 0.0225 0.0580 0.0163 0.0012 0.0053 0.1175
8.3000 45000.0000 -2.2000 1.8112 5.0046 0.2104 0.2966 0.0225 0.0580 0.0164 0.0000 0.0031 0.1147
8.3000 45000.0000 -2.4500 2.1167 3.9919 0.2630 0.2853 0.0226 0.0580 0.0164 0.0000 0.0016 0.1107
8.3000 45000.0000 -2.7000 2.5180 2.9419 0.3473 0.2658 0.0225 0.0579 0.0164 0.0000 0.0000 0.1053
8.3000 45000.0000 -2.9600 3.0566 1.8039 0.4910 0.2345 0.0225 0.0578 0.0164 0.0000 0.0000 0.0981
8.3000 45000.0000 -3.2200 3.4461 0.8091 0.6948 0.1909 0.0223 0.0574 0.0163 0.0000 0.0000 0.0886
8.3000 45000.0000 -3.4800 3.2549 0.2588 0.9054 0.1385 0.0220 0.0566 0.0161 0.0000 0.0000 0.0757
8.3000 45000.0000 -3.7400 2.6661 0.0686 1.0603 0.0900 0.0215 0.0553 0.0157 0.0000 0.0000 0.0610
8.3000 45000.0000 -4.0000 2.0587 0.0180 1.1391 0.0554 0.0206 0.0532 0.0151 0.0000 0.0000 0.0478
8.3000 50000.0000 -1.4400 1.0699 9.6767 0.1501 0.2908 0.0222 0.0571 0.0160 0.0064 0.0187 0.1167
8.3000 50000.0000 -1.7300 1.2601 8.2811 0.1699 0.3006 0.0223 0.0575 0.0162 0.0043 0.0126 0.1194
8.3000 50000.0000 -1.9900 1.4665 7.1024 0.1945 0.3045 0.0224 0.0578 0.0163 0.0031 0.0085 0.1200
8.3000 50000.0000 -2.2000 1.6743 6.1528 0.2234 0.3041 0.0225 0.0579 0.0163 0.0024 0.0057 0.1194
8.3000 50000.0000 -2.4500 1.9882 5.0057 0.2746 0.2984 0.0226 0.0581 0.0164 0.0019 0.0031 0.1173
8.3000 50000.0000 -2.7000 2.4076 3.8393 0.3557 0.2840 0.0226 0.0582 0.0164 0.0016 0.0013 0.1137
8.3000 50000.0000 -2.9600 3.0316 2.5319 0.4994 0.2558 0.0227 0.0583 0.0165 0.0014 0.0000 0.1077
8.3000 50000.0000 -3.2300 3.6448 1.2654 0.7138 0.2131 0.0227 0.0583 0.0165 0.0012 0.0000 0.0992
8.3000 50000.0000 -3.4800 3.7000 0.4490 0.9517 0.1605 0.0227 0.0583 0.0165 0.0010 0.0000 0.0875
8.3000 50000.0000 -3.7400 3.1772 0.1255 1.1484 0.1085 0.0225 0.0580 0.0165 0.0000 0.0000 0.0733
8.3000 50000.0000 -4.0000 2.5229 0.0337 1.2700 0.0691 0.0222 0.0571 0.0162 0.0000 0.0000 0.0596
8.3000 55000.0000 -1.4500 1.0149 0.8144 0.1655 0.2778 0.0218 0.0561 0.0157 0.0131 0.0254 0.1128
8.3000 55000.0000 -1.6900 1.1648 9.6106 0.1826 0.2909 0.0220 0.0567 0.0159 0.0097 0.0190 0.1172
8.3000 55000.0000 -2.0000 1.4047 8.1146 0.2129 0.3023 0.0223 0.0572 0.0161 0.0067 0.0124 0.1207
