#Cloudy 17.00 models results grids
# O/H: 7.1 - 8.9, log U: -4.0 - -1.5, f_abs: 0.01 - 1.0
# SED: BPASS v.2.1 (Eldridge et al 2017), alpha(IMF) = -1.35, M_up = 300, age = 4 Myr, Z_* = 1e-5
# Spherical geometry
#
12+log(O/H) f_abs log(Usp) OII_3727 OIII_5007 SII_6717,31 SIII_9069 HeI_4471 HeI_5876 HeI_6678 HeII_4686 ArIV_4740 ArIII_7135 NII_6584	CIV_1549	CIII_1909
8.6 0.173 -1.19 0.0160 14.1334 0.0000 0.0447 0.0193 0.0492 0.0138 0.0373 0.0572 0.0146 0.0000 0.3885 0.2452
8.6 0.090 -1.00 0.0098 14.5502 0.0000 0.0237 0.0173 0.0439 0.0122 0.0708 0.0632 0.0088 0.0000 0.6485 0.2054
8.6 0.044 -0.80 0.0058 14.1068 0.0000 0.0114 0.0138 0.0348 0.0097 0.1423 0.0683 0.0052 0.0000 1.1533 0.1788
8.6 0.019 -0.57 0.0029 11.5707 0.0000 0.0052 0.0072 0.0181 0.0050 0.3125 0.0731 0.0030 0.0000 2.3077 0.1716
8.6 0.013 -0.40 0.0000 7.6632 0.0000 0.0030 0.0025 0.0063 0.0017 0.4889 0.0741 0.0020 0.0000 4.0267 0.1664
8.6 1.000 -1.48 1.1874 16.7895 0.3287 0.2971 0.0221 0.0568 0.0159 0.0091 0.0425 0.1044 0.3340 0.1257 1.1294
8.6 0.686 -1.36 0.0842 16.6289 0.0160 0.1629 0.0211 0.0539 0.0151 0.0133 0.0545 0.0521 0.0099 0.1770 0.7028
8.6 0.442 -1.23 0.0335 15.8162 0.0037 0.0874 0.0206 0.0525 0.0147 0.0205 0.0593 0.0272 0.0025 0.2510 0.4239
8.6 0.180 -0.97 0.0125 15.8525 0.0000 0.0306 0.0187 0.0475 0.0133 0.0498 0.0666 0.0109 0.0000 0.5001 0.2416
8.6 0.084 -0.74 0.0065 15.5900 0.0000 0.0125 0.0159 0.0403 0.0112 0.1043 0.0718 0.0056 0.0000 0.8547 0.1775
8.6 0.044 -0.55 0.0037 14.0988 0.0000 0.0056 0.0120 0.0303 0.0084 0.1933 0.0741 0.0033 0.0000 1.4019 0.1491
8.6 0.017 -0.28 0.0000 8.4758 0.0000 0.0019 0.0033 0.0083 0.0023 0.4439 0.0756 0.0016 0.0000 2.9469 0.1359
8.6 0.013 -0.14 0.0000 5.4630 0.0000 0.0012 0.0014 0.0034 0.0000 0.6210 0.0776 0.0011 0.0000 4.7414 0.1283
8.9 1.000 -3.99 0.5511 0.0339 1.1507 0.0713 0.0268 0.0703 0.0200 0.0000 0.0000 0.0618 0.8673 0.0000 0.0000
8.9 0.851 -3.99 0.5000 0.0382 0.8676 0.0717 0.0238 0.0623 0.0177 0.0000 0.0000 0.0533 0.7683 0.0000 0.0000
8.9 0.554 -3.98 0.2699 0.0417 0.5340 0.0611 0.0224 0.0589 0.0168 0.0000 0.0000 0.0375 0.5178 0.0000 0.0000
8.9 0.223 -3.97 0.2608 0.0520 0.4913 0.0632 0.0218 0.0570 0.0163 0.0012 0.0000 0.0366 0.4949 0.0000 0.0000
8.9 0.113 -3.97 0.3222 0.0628 0.5441 0.0705 0.0212 0.0556 0.0158 0.0016 0.0000 0.0411 0.5574 0.0000 0.0000
8.9 0.059 -3.97 0.4287 0.0803 0.6700 0.0865 0.0233 0.0607 0.0173 0.0022 0.0000 0.0508 0.6933 0.0000 0.0000
8.9 0.035 -3.97 0.4208 0.0761 0.6138 0.0790 0.0196 0.0509 0.0145 0.0025 0.0000 0.0468 0.6413 0.0000 0.0000
8.9 0.012 -3.96 0.3618 0.0654 0.5096 0.0659 0.0158 0.0413 0.0118 0.0038 0.0000 0.0390 0.5355 0.0000 0.0000
8.9 1.000 -3.72 0.9495 0.1459 1.2626 0.1225 0.0259 0.0678 0.0193 0.0000 0.0000 0.0841 1.1233 0.0000 0.0027
8.9 0.837 -3.71 0.7807 0.1651 0.8544 0.1237 0.0232 0.0607 0.0173 0.0000 0.0000 0.0705 0.9242 0.0000 0.0012
8.9 0.533 -3.70 0.3990 0.1830 0.5233 0.1085 0.0225 0.0588 0.0167 0.0012 0.0000 0.0515 0.6097 0.0000 0.0000
8.9 0.258 -3.68 0.3867 0.2219 0.4894 0.1129 0.0220 0.0575 0.0164 0.0017 0.0000 0.0515 0.5819 0.0000 0.0000
8.9 0.107 -3.68 0.5071 0.2873 0.5526 0.1300 0.0213 0.0556 0.0159 0.0025 0.0000 0.0597 0.6725 0.0000 0.0000
8.9 0.058 -3.68 0.6745 0.3690 0.6805 0.1596 0.0236 0.0612 0.0174 0.0034 0.0000 0.0740 0.8380 0.0000 0.0011
8.9 0.034 -3.68 0.6534 0.3465 0.6140 0.1439 0.0196 0.0508 0.0144 0.0039 0.0000 0.0672 0.7647 0.0000 0.0012
8.9 0.013 -3.68 0.5578 0.2960 0.5058 0.1192 0.0157 0.0409 0.0117 0.0059 0.0000 0.0558 0.6335 0.0000 0.0011
8.9 1.000 -3.46 1.3950 0.5430 1.2540 0.2000 0.0250 0.0653 0.0186 0.0012 0.0000 0.1096 1.2875 0.0012 0.0079
8.9 0.154 -3.39 0.5201 0.9042 0.4568 0.2031 0.0218 0.0567 0.0162 0.0033 0.0000 0.0774 0.5748 0.0042 0.0036
8.9 0.154 -3.39 0.5201 0.9042 0.4568 0.2031 0.0218 0.0567 0.0162 0.0033 0.0000 0.0774 0.5748 0.0042 0.0036
8.9 0.214 -3.39 0.4793 0.8282 0.4417 0.1938 0.0219 0.0572 0.0163 0.0028 0.0000 0.0737 0.5542 0.0037 0.0030
8.9 0.107 -3.38 0.5852 1.0000 0.4813 0.2146 0.0213 0.0555 0.0158 0.0039 0.0000 0.0825 0.6107 0.0047 0.0044
8.9 0.057 -3.38 0.7697 1.2779 0.5861 0.2614 0.0236 0.0610 0.0173 0.0054 0.0000 0.1015 0.7528 0.0059 0.0062
8.9 0.034 -3.38 0.7330 1.1882 0.5216 0.2330 0.0195 0.0505 0.0143 0.0064 0.0000 0.0913 0.6772 0.0055 0.0065
8.9 0.049 -3.38 0.6119 0.9989 0.4232 0.1906 0.0156 0.0404 0.0115 0.0094 0.0000 0.0748 0.5506 0.0048 0.0059
8.9 1.000 -3.18 1.6910 1.4616 1.0961 0.2923 0.0243 0.0633 0.0180 0.0015 0.0000 0.1338 1.2196 0.0020 0.0207
8.9 0.792 -3.14 0.9612 1.6780 0.5383 0.2926 0.0226 0.0589 0.0167 0.0018 0.0000 0.1104 0.7301 0.0026 0.0129
8.9 0.499 -3.10 0.3350 1.5147 0.3064 0.2494 0.0224 0.0585 0.0166 0.0026 0.0000 0.0844 0.3418 0.0039 0.0047
8.9 0.224 -3.05 0.2510 1.5792 0.2574 0.2469 0.0220 0.0573 0.0163 0.0043 0.0000 0.0813 0.2559 0.0082 0.0050
8.9 0.106 -3.03 0.2895 1.8618 0.2695 0.2677 0.0213 0.0554 0.0158 0.0063 0.0000 0.0894 0.2653 0.0154 0.0075
8.9 0.049 -3.02 0.3404 2.1380 0.2846 0.2849 0.0202 0.0525 0.0150 0.0091 0.0000 0.0968 0.2833 0.0267 0.0107
8.9 0.026 -3.02 0.3598 2.2220 0.2845 0.2857 0.0189 0.0487 0.0138 0.0118 0.0000 0.0979 0.2856 0.0363 0.0120
8.9 0.032 -3.02 0.3598 2.2220 0.2845 0.2857 0.0189 0.0487 0.0138 0.0118 0.0000 0.0979 0.2856 0.0363 0.0120
8.9 1.000 -2.91 1.6818 2.7530 0.8742 0.3621 0.0238 0.0619 0.0176 0.0017 0.0000 0.1496 0.9892 0.0024 0.0439
8.9 0.772 -2.84 0.5714 2.9217 0.3059 0.3419 0.0226 0.0586 0.0166 0.0022 0.0012 0.1176 0.3619 0.0031 0.0230
8.9 0.493 -2.76 0.1402 2.1943 0.1471 0.2713 0.0224 0.0583 0.0166 0.0034 0.0014 0.0856 0.1194 0.0048 0.0070
8.9 0.193 -2.67 0.0878 2.1569 0.1041 0.2536 0.0219 0.0569 0.0162 0.0072 0.0018 0.0785 0.0719 0.0121 0.0075
8.9 0.115 -2.64 0.0962 2.4447 0.1054 0.2681 0.0214 0.0555 0.0158 0.0099 0.0022 0.0842 0.0722 0.0202 0.0102
8.9 0.058 -2.61 0.1053 2.7222 0.1062 0.2786 0.0204 0.0528 0.0150 0.0143 0.0025 0.0890 0.0726 0.0405 0.0143
8.9 0.021 -2.59 0.1094 2.8197 0.1005 0.2689 0.0179 0.0463 0.0131 0.0226 0.0027 0.0874 0.0692 0.1031 0.0198
8.9 0.015 -2.59 0.1021 2.6273 0.0913 0.2455 0.0159 0.0408 0.0116 0.0280 0.0025 0.0802 0.0631 0.1618 0.0202
8.9 1.000 -2.65 1.5168 4.2644 0.6936 0.3930 0.0235 0.0610 0.0173 0.0020 0.0034 0.1570 0.7757 0.0030 0.0764
8.9 0.758 -2.55 0.2819 4.0664 0.1610 0.3391 0.0225 0.0583 0.0165 0.0026 0.0042 0.1149 0.1520 0.0038 0.0344
8.9 0.472 -2.44 0.0614 2.9513 0.0596 0.2439 0.0223 0.0580 0.0165 0.0042 0.0049 0.0772 0.0397 0.0061 0.0114
8.9 0.197 -2.28 0.0362 2.9681 0.0324 0.2060 0.0217 0.0564 0.0160 0.0095 0.0066 0.0643 0.0204 0.0152 0.0125
8.9 0.096 -2.19 0.0357 3.3695 0.0273 0.2026 0.0209 0.0541 0.0154 0.0177 0.0083 0.0642 0.0174 0.0312 0.0180
8.9 0.050 -2.14 0.0367 3.6918 0.0254 0.2027 0.0199 0.0514 0.0146 0.0281 0.0096 0.0651 0.0164 0.0608 0.0245
8.9 0.021 -2.10 0.0367 3.7903 0.0230 0.1928 0.0176 0.0453 0.0128 0.0437 0.0102 0.0629 0.0150 0.1502 0.0337
8.9 0.016 -2.09 0.0355 3.6984 0.0216 0.1835 0.0163 0.0417 0.0118 0.0549 0.0100 0.0603 0.0141 0.2569 0.0375
8.9 1.000 -2.40 1.3518 5.9145 0.5804 0.3978 0.0232 0.0604 0.0171 0.0024 0.0077 0.1594 0.6328 0.0045 0.1175
8.9 0.717 -2.28 0.1342 5.1303 0.0805 0.2956 0.0224 0.0580 0.0164 0.0034 0.0098 0.1019 0.0619 0.0062 0.0449
8.9 0.454 -2.16 0.0380 4.0917 0.0271 0.1993 0.0224 0.0580 0.0164 0.0053 0.0114 0.0653 0.0180 0.0097 0.0200
8.9 0.182 -1.94 0.0204 4.3533 0.0097 0.1386 0.0214 0.0554 0.0157 0.0129 0.0156 0.0451 0.0070 0.0242 0.0230
8.9 0.099 -1.82 0.0185 4.9097 0.0066 0.1226 0.0205 0.0528 0.0150 0.0229 0.0190 0.0405 0.0051 0.0441 0.0305
8.9 0.045 -1.70 0.0173 5.4822 0.0046 0.1087 0.0187 0.0480 0.0136 0.0470 0.0227 0.0367 0.0038 0.0959 0.0429
8.9 0.019 -1.62 0.0157 5.5309 0.0036 0.0958 0.0159 0.0406 0.0114 0.0868 0.0242 0.0328 0.0030 0.2222 0.0573
8.9 0.013 -1.58 0.0147 5.3539 0.0032 0.0890 0.0142 0.0361 0.0101 0.1203 0.0240 0.0309 0.0027 0.4553 0.0678
8.9 1.000 -2.16 1.2104 7.7999 0.5051 0.3948 0.0231 0.0598 0.0169 0.0031 0.0139 0.1605 0.5328 0.0079 0.1702
8.9 0.695 -2.03 0.0875 6.6310 0.0467 0.2569 0.0222 0.0574 0.0162 0.0045 0.0178 0.0917 0.0331 0.0112 0.0656
8.9 0.446 -1.90 0.0286 5.6153 0.0140 0.1588 0.0219 0.0567 0.0160 0.0070 0.0200 0.0544 0.0098 0.0173 0.0336
8.9 0.178 -1.66 0.0146 6.2848 0.0036 0.0922 0.0211 0.0543 0.0154 0.0172 0.0272 0.0321 0.0030 0.0438 0.0368
8.9 0.091 -1.50 0.0122 7.3268 0.0010 0.0700 0.0200 0.0512 0.0145 0.0330 0.0340 0.0255 0.0017 0.0861 0.0480
8.9 0.048 -1.36 0.0105 8.1068 0.0000 0.0549 0.0181 0.0462 0.0130 0.0605 0.0397 0.0209 0.0011 0.1593 0.0608
8.9 0.019 -1.19 0.0084 8.2495 0.0000 0.0405 0.0137 0.0348 0.0098 0.1383 0.0441 0.0163 0.0000 0.3705 0.0808
8.9 0.013 -1.11 0.0065 7.2138 0.0000 0.0320 0.0096 0.0244 0.0068 0.2182 0.0423 0.0133 0.0000 0.7140 0.0954
8.9 1.000 -1.92 1.0895 9.8967 0.4499 0.3857 0.0229 0.0594 0.0167 0.0042 0.0222 0.1596 0.4590 0.0135 0.2342
8.9 0.669 -1.78 0.0627 8.4601 0.0272 0.2165 0.0220 0.0568 0.0160 0.0062 0.0284 0.0800 0.0188 0.0199 0.0930
8.9 0.428 -1.65 0.0236 7.5783 0.0076 0.1262 0.0217 0.0559 0.0158 0.0097 0.0312 0.0453 0.0057 0.0309 0.0523
8.9 0.173 -1.40 0.0117 8.5717 0.0000 0.0631 0.0206 0.0531 0.0150 0.0237 0.0408 0.0239 0.0015 0.0774 0.0510
8.9 0.090 -1.22 0.0087 9.7288 0.0000 0.0406 0.0190 0.0486 0.0137 0.0447 0.0493 0.0168 0.0000 0.1496 0.0599
8.9 0.004 -0.63 0.0023 7.5189 0.0000 0.0092 0.0044 0.0110 0.0031 0.4558 0.0666 0.0056 0.0000 2.2344 0.1213
8.9 0.002 -0.59 0.0013 7.5223 0.0000 0.0091 0.0041 0.0104 0.0029 0.6662 0.0721 0.0056 0.0000 4.8846 0.1345
8.9 0.002 -0.56 0.0012 7.4801 0.0000 0.0089 0.0040 0.0101 0.0028 0.9231 0.0746 0.0055 0.0000 8.9610 0.1407
8.9 1.000 -1.68 0.9833 12.2238 0.4052 0.3701 0.0227 0.0589 0.0166 0.0058 0.0327 0.1559 0.4011 0.0215 0.3091
8.9 0.646 -1.53 0.0489 10.7094 0.0163 0.1788 0.0217 0.0560 0.0158 0.0089 0.0416 0.0681 0.0113 0.0327 0.1293
8.9 0.412 -1.40 0.0202 9.9520 0.0042 0.0983 0.0213 0.0548 0.0154 0.0139 0.0449 0.0370 0.0033 0.0509 0.0763
8.9 0.164 -1.14 0.0094 11.0416 0.0000 0.0409 0.0198 0.0506 0.0142 0.0345 0.0561 0.0173 0.0000 0.1288 0.0642
8.9 0.081 -0.94 0.0063 12.1654 0.0000 0.0218 0.0177 0.0451 0.0127 0.0687 0.0662 0.0108 0.0000 0.2581 0.0688
8.9 0.040 -0.74 0.0042 12.4810 0.0000 0.0114 0.0143 0.0364 0.0102 0.1342 0.0748 0.0070 0.0000 0.4937 0.0781
8.9 0.017 -0.51 0.0013 10.4440 0.0000 0.0052 0.0073 0.0186 0.0052 0.3009 0.0814 0.0041 0.0000 1.0830 0.0957
8.9 0.013 -0.37 0.0000 7.7439 0.0000 0.0035 0.0032 0.0080 0.0022 0.4584 0.0853 0.0031 0.0000 1.9454 0.1081
8.9 1.000 -1.45 0.8946 14.6059 0.3689 0.3504 0.0226 0.0584 0.0164 0.0080 0.0445 0.1499 0.3564 0.0326 0.3849
8.9 0.641 -1.30 0.0424 13.2748 0.0110 0.1510 0.0215 0.0552 0.0155 0.0124 0.0563 0.0593 0.0075 0.0493 0.1740
8.9 0.407 -1.17 0.0186 12.6751 0.0026 0.0791 0.0210 0.0540 0.0152 0.0194 0.0602 0.0314 0.0021 0.0756 0.1049
8.9 0.161 -0.90 0.0079 13.5389 0.0000 0.0277 0.0192 0.0490 0.0137 0.0484 0.0714 0.0132 0.0000 0.1834 0.0750
8.9 0.084 -0.71 0.0049 14.0890 0.0000 0.0133 0.0169 0.0430 0.0120 0.0917 0.0798 0.0079 0.0000 0.3416 0.0727
8.9 0.040 -0.49 0.0028 13.1571 0.0000 0.0054 0.0124 0.0314 0.0087 0.1869 0.0859 0.0044 0.0000 0.6560 0.0785
8.9 0.016 -0.23 0.0000 8.2294 0.0000 0.0020 0.0037 0.0092 0.0026 0.4200 0.0882 0.0022 0.0000 1.4452 0.0918
8.9 0.016 -0.23 0.0000 8.2294 0.0000 0.0020 0.0037 0.0092 0.0026 0.4200 0.0882 0.0022 0.0000 1.4452 0.0918
