#Cloudy 17.00 models results grids
# O/H: 7.1 - 8.9, log U: -4.0 - -1.5, T*: 30 - 140 kK
# SED: WM-Basic (Pauldrach et al 2001 (30-60 kK), Rauch (80-120 kK)) 
#spherical geometry
#
12+log(O/H) Teff log(Usp) OII_3727 OIII_5007 SII_6717,31 SIII_9069 HeI_4471 HeI_5876 HeI_6678 HeII_4686 ArIV_4740 ArIII_7135 NII_6584	CIV_1549	CIII_1909
7.4 40000 -4.00 0.9814 0.0127 0.2776 0.0165 0.0211 0.0541 0.0153 0.0000 0.0000 0.0109 0.0485 0.0000 0.0224
7.4 40000 -3.75 1.1642 0.0455 0.2372 0.0250 0.0214 0.0549 0.0155 0.0000 0.0000 0.0130 0.0509 0.0000 0.0475
7.4 40000 -3.51 1.3505 0.0926 0.1907 0.0352 0.0213 0.0545 0.0154 0.0000 0.0000 0.0148 0.0502 0.0000 0.0844
7.4 40000 -3.27 1.4294 0.2957 0.1433 0.0472 0.0214 0.0548 0.0154 0.0000 0.0000 0.0174 0.0427 0.0000 0.1601
7.4 40000 -3.02 1.2872 0.7226 0.1019 0.0591 0.0214 0.0548 0.0154 0.0000 0.0000 0.0201 0.0316 0.0000 0.2812
7.4 40000 -2.78 1.0516 1.2123 0.0740 0.0684 0.0214 0.0548 0.0153 0.0000 0.0000 0.0224 0.0231 0.0000 0.4339
7.4 40000 -2.53 0.8429 1.6552 0.0554 0.0745 0.0213 0.0546 0.0153 0.0000 0.0000 0.0242 0.0173 0.0024 0.6035
7.4 40000 -2.28 0.6826 2.0268 0.0437 0.0775 0.0212 0.0545 0.0152 0.0000 0.0000 0.0254 0.0134 0.0066 0.7754
7.4 40000 -2.03 0.5595 2.3508 0.0361 0.0785 0.0210 0.0542 0.0151 0.0000 0.0000 0.0262 0.0107 0.0138 0.9550
7.4 40000 -1.77 0.4573 2.6703 0.0305 0.0781 0.0209 0.0539 0.0150 0.0000 0.0015 0.0267 0.0086 0.0268 1.1666
7.4 40000 -1.52 0.3803 2.9629 0.0266 0.0764 0.0207 0.0535 0.0149 0.0000 0.0022 0.0267 0.0072 0.0466 1.3946
7.4 45000 -4.00 1.0320 0.0195 0.2807 0.0194 0.0225 0.0575 0.0163 0.0000 0.0000 0.0121 0.0507 0.0000 0.0292
7.4 45000 -3.75 1.2112 0.0693 0.2344 0.0286 0.0224 0.0573 0.0162 0.0000 0.0000 0.0142 0.0525 0.0000 0.0602
7.4 45000 -3.50 1.3915 0.1422 0.1789 0.0398 0.0220 0.0563 0.0159 0.0000 0.0000 0.0163 0.0502 0.0000 0.1092
7.4 45000 -3.26 1.3956 0.4333 0.1315 0.0519 0.0219 0.0560 0.0158 0.0000 0.0000 0.0188 0.0406 0.0000 0.2020
7.4 45000 -3.02 1.1806 0.9354 0.0939 0.0631 0.0218 0.0557 0.0156 0.0000 0.0000 0.0212 0.0294 0.0000 0.3430
7.4 45000 -2.77 0.9274 1.4769 0.0686 0.0717 0.0216 0.0554 0.0155 0.0000 0.0000 0.0233 0.0213 0.0034 0.5328
7.4 45000 -2.53 0.7386 1.9311 0.0532 0.0764 0.0215 0.0551 0.0154 0.0000 0.0000 0.0244 0.0162 0.0102 0.7380
7.4 45000 -2.28 0.5956 2.3198 0.0431 0.0781 0.0213 0.0548 0.0153 0.0000 0.0016 0.0248 0.0127 0.0241 0.9478
7.4 45000 -2.02 0.4840 2.6713 0.0362 0.0777 0.0212 0.0545 0.0152 0.0000 0.0025 0.0247 0.0102 0.0496 1.1692
7.4 45000 -1.77 0.3980 2.9937 0.0314 0.0758 0.0210 0.0541 0.0151 0.0000 0.0037 0.0242 0.0084 0.0874 1.4022
7.4 45000 -1.52 0.3318 3.2906 0.0280 0.0729 0.0207 0.0537 0.0150 0.0000 0.0050 0.0233 0.0071 0.1297 1.6435
7.4 50000 -4.00 1.0450 0.0299 0.2922 0.0204 0.0235 0.0600 0.0170 0.0000 0.0000 0.0130 0.0517 0.0000 0.0345
7.4 50000 -3.75 1.2024 0.1043 0.2419 0.0297 0.0230 0.0589 0.0166 0.0000 0.0000 0.0150 0.0524 0.0000 0.0695
7.4 50000 -3.51 1.3304 0.2392 0.1821 0.0412 0.0224 0.0573 0.0162 0.0000 0.0000 0.0170 0.0482 0.0000 0.1259
7.4 50000 -3.26 1.2214 0.6279 0.1344 0.0530 0.0221 0.0565 0.0159 0.0000 0.0000 0.0194 0.0375 0.0014 0.2265
7.4 50000 -3.02 0.9514 1.1878 0.0962 0.0637 0.0218 0.0559 0.0157 0.0000 0.0000 0.0216 0.0264 0.0074 0.3818
7.4 50000 -2.77 0.7178 1.7315 0.0710 0.0706 0.0216 0.0553 0.0155 0.0000 0.0000 0.0231 0.0190 0.0296 0.5861
7.4 50000 -2.53 0.5634 2.1705 0.0561 0.0729 0.0214 0.0549 0.0154 0.0011 0.0016 0.0235 0.0146 0.0845 0.7884
7.4 50000 -2.28 0.4497 2.5490 0.0462 0.0723 0.0212 0.0545 0.0152 0.0015 0.0028 0.0231 0.0115 0.1787 0.9743
7.4 50000 -2.06 0.3779 2.8268 0.0404 0.0703 0.0210 0.0540 0.0151 0.0019 0.0039 0.0224 0.0097 0.2672 1.1136
7.4 50000 -1.81 0.3105 3.1329 0.0352 0.0667 0.0207 0.0535 0.0149 0.0027 0.0054 0.0213 0.0080 0.3636 1.2690
7.4 50000 -1.52 0.2522 3.4525 0.0309 0.0616 0.0204 0.0527 0.0147 0.0041 0.0072 0.0198 0.0066 0.4553 1.4267
7.4 55000 -4.00 1.0769 0.0233 0.2785 0.0228 0.0238 0.0611 0.0173 0.0000 0.0000 0.0139 0.0525 0.0000 0.0397
7.4 55000 -3.75 1.2574 0.0823 0.2272 0.0323 0.0233 0.0596 0.0169 0.0000 0.0000 0.0158 0.0527 0.0000 0.0780
7.4 55000 -3.51 1.3483 0.2647 0.1764 0.0433 0.0228 0.0583 0.0165 0.0000 0.0000 0.0178 0.0469 0.0000 0.1448
7.4 55000 -3.26 1.2108 0.6970 0.1286 0.0552 0.0223 0.0572 0.0161 0.0000 0.0000 0.0201 0.0351 0.0000 0.2591
7.4 55000 -3.02 0.9352 1.2741 0.0931 0.0654 0.0219 0.0563 0.0158 0.0000 0.0000 0.0224 0.0246 0.0054 0.4312
7.4 55000 -2.77 0.7092 1.8279 0.0698 0.0718 0.0217 0.0557 0.0156 0.0000 0.0000 0.0240 0.0179 0.0221 0.6634
7.4 55000 -2.53 0.5587 2.2895 0.0558 0.0738 0.0214 0.0552 0.0155 0.0000 0.0016 0.0245 0.0137 0.0667 0.9104
7.4 55000 -2.28 0.4489 2.6838 0.0465 0.0729 0.0212 0.0547 0.0153 0.0000 0.0027 0.0243 0.0109 0.1499 1.1447
7.4 55000 -2.08 0.3819 2.9606 0.0412 0.0711 0.0210 0.0544 0.0152 0.0000 0.0038 0.0238 0.0093 0.2326 1.3173
7.4 55000 -1.77 0.3022 3.3489 0.0352 0.0669 0.0207 0.0537 0.0150 0.0012 0.0055 0.0225 0.0074 0.3491 1.5700
7.4 55000 -1.53 0.2541 3.6287 0.0315 0.0628 0.0205 0.0531 0.0148 0.0017 0.0071 0.0213 0.0063 0.4188 1.7545
7.4 60000 -4.00 1.0751 0.0364 0.3069 0.0202 0.0240 0.0614 0.0174 0.0000 0.0000 0.0143 0.0528 0.0000 0.0422
7.4 60000 -3.75 1.2247 0.1242 0.2554 0.0294 0.0232 0.0593 0.0168 0.0000 0.0000 0.0161 0.0520 0.0000 0.0823
7.4 60000 -3.50 1.2405 0.3784 0.2005 0.0407 0.0225 0.0575 0.0162 0.0013 0.0000 0.0180 0.0446 0.0000 0.1542
7.4 60000 -3.26 1.0424 0.8486 0.1500 0.0523 0.0220 0.0561 0.0158 0.0014 0.0000 0.0201 0.0330 0.0018 0.2695
7.4 60000 -3.01 0.7645 1.4427 0.1080 0.0623 0.0215 0.0549 0.0154 0.0016 0.0000 0.0220 0.0228 0.0099 0.4574
7.4 60000 -2.78 0.5770 1.9588 0.0819 0.0668 0.0211 0.0541 0.0151 0.0018 0.0014 0.0225 0.0169 0.0399 0.6920
7.4 60000 -2.53 0.4515 2.4059 0.0653 0.0669 0.0208 0.0533 0.0149 0.0021 0.0029 0.0220 0.0130 0.1197 0.9428
7.4 60000 -2.28 0.3636 2.7756 0.0543 0.0647 0.0205 0.0527 0.0147 0.0027 0.0044 0.0210 0.0105 0.2498 1.1623
7.4 60000 -2.09 0.3132 3.0184 0.0483 0.0621 0.0203 0.0521 0.0145 0.0033 0.0056 0.0201 0.0091 0.3578 1.3083
7.4 60000 -1.77 0.2482 3.3834 0.0406 0.0570 0.0199 0.0512 0.0142 0.0048 0.0077 0.0183 0.0073 0.5274 1.5279
7.4 60000 -1.52 0.2100 3.6396 0.0360 0.0526 0.0195 0.0503 0.0140 0.0066 0.0094 0.0169 0.0063 0.6627 1.6776
7.4 80000 -4.00 1.0694 0.0556 0.3311 0.0218 0.0259 0.0660 0.0187 0.0016 0.0000 0.0152 0.0552 0.0000 0.0541
7.4 80000 -3.75 1.1791 0.1814 0.2710 0.0307 0.0243 0.0621 0.0175 0.0021 0.0000 0.0166 0.0536 0.0000 0.0997
7.4 80000 -3.51 1.1206 0.4991 0.2114 0.0411 0.0231 0.0589 0.0166 0.0026 0.0000 0.0183 0.0455 0.0016 0.1780
7.4 80000 -3.27 0.8893 0.9963 0.1588 0.0511 0.0221 0.0565 0.0159 0.0029 0.0000 0.0200 0.0337 0.0095 0.2995
7.4 80000 -3.02 0.6393 1.5706 0.1154 0.0574 0.0214 0.0547 0.0153 0.0031 0.0000 0.0209 0.0236 0.0541 0.4835
7.4 80000 -2.79 0.4826 2.0641 0.0883 0.0573 0.0208 0.0534 0.0149 0.0034 0.0025 0.0202 0.0177 0.1997 0.6743
7.4 80000 -2.55 0.3789 2.4910 0.0706 0.0540 0.0204 0.0523 0.0145 0.0041 0.0045 0.0187 0.0138 0.4641 0.8294
7.4 80000 -2.31 0.3069 2.8395 0.0584 0.0499 0.0200 0.0514 0.0143 0.0051 0.0063 0.0172 0.0112 0.7216 0.9301
7.4 80000 -2.07 0.2539 3.1341 0.0493 0.0455 0.0196 0.0505 0.0140 0.0066 0.0081 0.0157 0.0093 0.9231 0.9936
7.4 80000 -1.82 0.2134 3.3961 0.0423 0.0410 0.0193 0.0496 0.0137 0.0086 0.0098 0.0142 0.0078 1.1030 1.0296
7.4 80000 -1.57 0.1829 3.6228 0.0368 0.0368 0.0189 0.0487 0.0134 0.0113 0.0114 0.0129 0.0067 1.2776 1.0409
7.4 100000 -4.00 1.0514 0.0671 0.3591 0.0219 0.0252 0.0644 0.0182 0.0393 0.0000 0.0155 0.0567 0.0000 0.0585
7.4 100000 -3.76 1.1362 0.2168 0.2903 0.0302 0.0225 0.0574 0.0162 0.0512 0.0000 0.0168 0.0544 0.0000 0.1064
7.4 100000 -3.52 1.0357 0.5711 0.2238 0.0402 0.0202 0.0516 0.0145 0.0635 0.0000 0.0183 0.0454 0.0036 0.1897
7.4 100000 -3.28 0.8007 1.0463 0.1661 0.0491 0.0186 0.0474 0.0133 0.0721 0.0000 0.0195 0.0334 0.0217 0.3185
7.4 100000 -3.04 0.5840 1.4727 0.1198 0.0527 0.0174 0.0444 0.0124 0.0772 0.0018 0.0190 0.0237 0.1188 0.4980
7.4 100000 -2.81 0.4494 1.7075 0.0914 0.0507 0.0165 0.0422 0.0118 0.0827 0.0036 0.0175 0.0179 0.3694 0.6450
7.4 100000 -2.57 0.3567 1.8471 0.0727 0.0471 0.0156 0.0398 0.0111 0.0913 0.0050 0.0160 0.0141 0.6687 0.7242
7.4 100000 -2.33 0.2904 1.9236 0.0596 0.0431 0.0146 0.0373 0.0104 0.1027 0.0060 0.0146 0.0114 0.8878 0.7566
7.4 100000 -2.09 0.2410 1.9369 0.0499 0.0391 0.0135 0.0346 0.0096 0.1165 0.0068 0.0132 0.0095 1.0502 0.7584
7.4 100000 -1.84 0.2027 1.8889 0.0423 0.0350 0.0124 0.0317 0.0088 0.1325 0.0074 0.0119 0.0080 1.1643 0.7322
7.4 100000 -1.60 0.1734 1.7890 0.0364 0.0312 0.0112 0.0287 0.0079 0.1497 0.0077 0.0106 0.0068 1.2239 0.6844
7.4 120000 -4.00 1.0378 0.0684 0.3749 0.0217 0.0251 0.0639 0.0180 0.0544 0.0000 0.0156 0.0573 0.0000 0.0589
7.4 120000 -3.76 1.1182 0.2209 0.3023 0.0297 0.0219 0.0558 0.0157 0.0700 0.0000 0.0168 0.0549 0.0000 0.1067
7.4 120000 -3.52 1.0132 0.5779 0.2322 0.0395 0.0191 0.0489 0.0137 0.0868 0.0000 0.0182 0.0458 0.0045 0.1904
7.4 120000 -3.28 0.7782 1.0405 0.1713 0.0479 0.0171 0.0437 0.0123 0.0995 0.0000 0.0192 0.0335 0.0280 0.3195
7.4 120000 -3.04 0.5668 1.4057 0.1222 0.0505 0.0157 0.0401 0.0112 0.1076 0.0020 0.0184 0.0238 0.1518 0.4894
7.4 120000 -2.81 0.4377 1.5574 0.0927 0.0478 0.0147 0.0375 0.0105 0.1149 0.0038 0.0165 0.0180 0.4280 0.6057
7.4 120000 -2.57 0.3480 1.6285 0.0732 0.0439 0.0136 0.0348 0.0097 0.1252 0.0050 0.0149 0.0142 0.7007 0.6521
7.4 120000 -2.34 0.2833 1.6466 0.0596 0.0399 0.0125 0.0320 0.0089 0.1382 0.0058 0.0135 0.0115 0.8819 0.6605
7.4 120000 -2.10 0.2346 1.6097 0.0495 0.0359 0.0113 0.0290 0.0081 0.1534 0.0063 0.0121 0.0095 1.0049 0.6430
7.4 120000 -1.86 0.1966 1.5206 0.0416 0.0320 0.0101 0.0258 0.0072 0.1706 0.0066 0.0107 0.0079 1.0750 0.6028
7.4 120000 -1.62 0.1674 1.3945 0.0355 0.0283 0.0089 0.0227 0.0063 0.1883 0.0066 0.0095 0.0068 1.0925 0.5486
7.7 30000 -3.99 0.6933 0.0000 0.3301 0.0021 0.0000 0.0026 0.0000 0.0000 0.0000 0.0000 0.0444 0.0000 0.0000
7.7 30000 -3.74 0.8354 0.0000 0.3402 0.0038 0.0011 0.0028 0.0000 0.0000 0.0000 0.0000 0.0493 0.0000 0.0000
7.7 30000 -3.51 0.9390 0.0000 0.3169 0.0084 0.0012 0.0031 0.0000 0.0000 0.0000 0.0000 0.0516 0.0000 0.0000
7.7 30000 -3.26 1.0605 0.0000 0.2951 0.0144 0.0012 0.0032 0.0000 0.0000 0.0000 0.0011 0.0551 0.0000 0.0000
7.7 30000 -3.02 1.1302 0.0000 0.2495 0.0225 0.0013 0.0034 0.0000 0.0000 0.0000 0.0013 0.0567 0.0000 0.0015
7.7 30000 -2.77 1.1451 0.0012 0.1914 0.0309 0.0015 0.0038 0.0011 0.0000 0.0000 0.0016 0.0563 0.0000 0.0048
7.7 30000 -2.52 1.1254 0.0040 0.1419 0.0368 0.0018 0.0046 0.0014 0.0000 0.0000 0.0020 0.0542 0.0000 0.0082
7.7 30000 -2.27 1.0963 0.0117 0.1045 0.0405 0.0022 0.0059 0.0017 0.0000 0.0000 0.0027 0.0510 0.0000 0.0130
7.7 30000 -2.02 1.0650 0.0277 0.0769 0.0427 0.0028 0.0074 0.0021 0.0000 0.0000 0.0036 0.0473 0.0000 0.0196
7.7 30000 -1.77 1.0330 0.0504 0.0574 0.0438 0.0035 0.0092 0.0026 0.0000 0.0000 0.0046 0.0436 0.0000 0.0269
7.7 30000 -1.52 0.9974 0.0801 0.0425 0.0442 0.0043 0.0112 0.0031 0.0000 0.0000 0.0057 0.0395 0.0000 0.0354
7.7 32500 -3.99 0.9717 0.0000 0.4275 0.0050 0.0027 0.0069 0.0020 0.0000 0.0000 0.0019 0.0592 0.0000 0.0000
7.7 32500 -3.74 1.1675 0.0000 0.4309 0.0087 0.0030 0.0076 0.0022 0.0000 0.0000 0.0024 0.0657 0.0000 0.0000
7.7 32500 -3.51 1.4387 0.0000 0.4193 0.0181 0.0041 0.0105 0.0030 0.0000 0.0000 0.0039 0.0745 0.0000 0.0034
7.7 32500 -3.27 1.6908 0.0018 0.3796 0.0299 0.0043 0.0110 0.0031 0.0000 0.0000 0.0047 0.0813 0.0000 0.0077
7.7 32500 -3.04 1.9194 0.0060 0.3168 0.0444 0.0045 0.0116 0.0033 0.0000 0.0000 0.0058 0.0864 0.0000 0.0169
7.7 32500 -2.78 2.0801 0.0231 0.2363 0.0597 0.0050 0.0129 0.0037 0.0000 0.0000 0.0073 0.0871 0.0000 0.0348
7.7 32500 -2.53 2.1309 0.0638 0.1761 0.0699 0.0058 0.0150 0.0043 0.0000 0.0000 0.0090 0.0836 0.0000 0.0543
7.7 32500 -2.28 2.1272 0.1357 0.1317 0.0771 0.0069 0.0179 0.0051 0.0000 0.0000 0.0112 0.0784 0.0000 0.0765
7.7 32500 -2.02 2.0902 0.2355 0.0988 0.0823 0.0083 0.0214 0.0061 0.0000 0.0000 0.0140 0.0721 0.0000 0.1034
7.7 32500 -1.78 2.0334 0.3554 0.0755 0.0859 0.0097 0.0253 0.0071 0.0000 0.0000 0.0171 0.0649 0.0013 0.1345
7.7 32500 -1.52 1.9478 0.5076 0.0576 0.0887 0.0113 0.0294 0.0083 0.0000 0.0000 0.0207 0.0562 0.0047 0.1741
7.7 35000 -3.99 1.2333 0.0000 0.4853 0.0103 0.0062 0.0160 0.0046 0.0000 0.0000 0.0050 0.0713 0.0000 0.0012
7.7 35000 -3.74 1.4793 0.0013 0.4705 0.0174 0.0070 0.0180 0.0051 0.0000 0.0000 0.0065 0.0787 0.0000 0.0043
7.7 35000 -3.51 1.8622 0.0064 0.4387 0.0324 0.0111 0.0284 0.0080 0.0000 0.0000 0.0125 0.0895 0.0000 0.0171
7.7 35000 -3.26 2.2025 0.0235 0.3729 0.0499 0.0116 0.0299 0.0084 0.0000 0.0000 0.0155 0.0954 0.0000 0.0393
7.7 35000 -3.02 2.3822 0.0473 0.2997 0.0634 0.0083 0.0213 0.0061 0.0000 0.0000 0.0125 0.0974 0.0000 0.0507
7.7 35000 -2.78 2.7039 0.2486 0.2182 0.0879 0.0132 0.0340 0.0096 0.0000 0.0000 0.0238 0.0881 0.0000 0.1533
7.7 35000 -2.53 2.6787 0.5149 0.1618 0.1013 0.0147 0.0378 0.0106 0.0000 0.0000 0.0286 0.0778 0.0000 0.2255
7.7 35000 -2.28 2.5521 0.8327 0.1207 0.1113 0.0165 0.0423 0.0119 0.0000 0.0000 0.0341 0.0663 0.0000 0.3042
7.7 35000 -2.02 2.3678 1.1846 0.0910 0.1189 0.0182 0.0469 0.0131 0.0000 0.0000 0.0397 0.0542 0.0012 0.3944
7.7 35000 -1.78 2.1470 1.5610 0.0699 0.1247 0.0196 0.0505 0.0141 0.0000 0.0000 0.0447 0.0428 0.0037 0.4943
7.7 35000 -1.53 1.9022 1.9675 0.0543 0.1293 0.0203 0.0525 0.0147 0.0000 0.0000 0.0484 0.0331 0.0085 0.6058
7.7 37500 -3.99 1.4243 0.0033 0.4962 0.0176 0.0142 0.0364 0.0103 0.0000 0.0000 0.0135 0.0786 0.0000 0.0088
7.7 37500 -3.74 1.7062 0.0116 0.4554 0.0286 0.0158 0.0405 0.0115 0.0000 0.0000 0.0176 0.0857 0.0000 0.0201
7.7 37500 -3.51 2.0615 0.0336 0.3999 0.0456 0.0180 0.0462 0.0131 0.0000 0.0000 0.0237 0.0924 0.0000 0.0485
7.7 37500 -3.26 2.3748 0.1221 0.3179 0.0658 0.0191 0.0489 0.0138 0.0000 0.0000 0.0294 0.0905 0.0000 0.1026
7.7 37500 -3.02 2.5252 0.3805 0.2354 0.0865 0.0199 0.0509 0.0143 0.0000 0.0000 0.0354 0.0783 0.0000 0.1919
7.7 37500 -2.78 2.3933 0.8503 0.1690 0.1037 0.0205 0.0525 0.0147 0.0000 0.0000 0.0408 0.0624 0.0000 0.3048
7.7 37500 -2.53 2.1239 1.3748 0.1227 0.1162 0.0209 0.0536 0.0150 0.0000 0.0000 0.0452 0.0487 0.0000 0.4188
7.7 37500 -2.28 1.8459 1.8724 0.0919 0.1248 0.0211 0.0541 0.0152 0.0000 0.0000 0.0486 0.0377 0.0020 0.5342
7.7 37500 -2.03 1.5835 2.3507 0.0713 0.1308 0.0211 0.0544 0.0152 0.0000 0.0000 0.0513 0.0292 0.0051 0.6578
7.7 37500 -1.77 1.3378 2.8243 0.0569 0.1349 0.0211 0.0545 0.0152 0.0000 0.0000 0.0535 0.0228 0.0103 0.7986
7.7 37500 -1.53 1.1274 3.2823 0.0471 0.1374 0.0211 0.0544 0.0152 0.0000 0.0000 0.0553 0.0181 0.0184 0.9602
7.7 40000 -3.99 1.7109 0.0223 0.5198 0.0305 0.0213 0.0546 0.0154 0.0000 0.0000 0.0255 0.0896 0.0000 0.0337
7.7 40000 -3.75 2.0164 0.0790 0.4443 0.0462 0.0216 0.0554 0.0157 0.0000 0.0000 0.0303 0.0940 0.0000 0.0703
7.7 40000 -3.51 2.2900 0.1569 0.3546 0.0641 0.0215 0.0550 0.0155 0.0000 0.0000 0.0341 0.0918 0.0000 0.1194
7.7 40000 -3.26 2.3910 0.4907 0.2651 0.0852 0.0216 0.0553 0.0156 0.0000 0.0000 0.0396 0.0779 0.0000 0.2176
7.7 40000 -3.01 2.1236 1.1694 0.1866 0.1053 0.0217 0.0554 0.0156 0.0000 0.0000 0.0449 0.0573 0.0000 0.3592
7.7 40000 -2.77 1.7255 1.9272 0.1340 0.1202 0.0216 0.0554 0.0156 0.0000 0.0000 0.0494 0.0416 0.0000 0.5245
7.7 40000 -2.52 1.3874 2.6095 0.0999 0.1298 0.0216 0.0554 0.0155 0.0000 0.0000 0.0529 0.0310 0.0031 0.7066
7.7 40000 -2.27 1.1333 3.1972 0.0788 0.1347 0.0215 0.0552 0.0155 0.0000 0.0000 0.0554 0.0239 0.0074 0.9011
7.7 40000 -2.02 0.9382 3.7273 0.0652 0.1366 0.0214 0.0551 0.0154 0.0000 0.0017 0.0572 0.0192 0.0145 1.1148
7.7 40000 -1.76 0.7752 4.2677 0.0552 0.1363 0.0213 0.0548 0.0153 0.0000 0.0028 0.0583 0.0155 0.0269 1.3790
7.7 40000 -1.51 0.6506 4.7791 0.0485 0.1338 0.0211 0.0545 0.0152 0.0000 0.0042 0.0589 0.0130 0.0439 1.6758
7.7 45000 -4.00 1.8374 0.0349 0.5317 0.0364 0.0226 0.0580 0.0164 0.0000 0.0000 0.0287 0.0950 0.0000 0.0459
7.7 45000 -3.75 2.1464 0.1230 0.4445 0.0535 0.0226 0.0579 0.0164 0.0000 0.0000 0.0336 0.0982 0.0000 0.0935
7.7 45000 -3.50 2.4202 0.2465 0.3374 0.0736 0.0222 0.0569 0.0161 0.0000 0.0000 0.0380 0.0932 0.0000 0.1625
7.7 45000 -3.25 2.3986 0.7363 0.2466 0.0952 0.0221 0.0566 0.0160 0.0000 0.0000 0.0433 0.0753 0.0000 0.2881
7.7 45000 -3.01 2.0097 1.5553 0.1747 0.1142 0.0220 0.0564 0.0159 0.0000 0.0000 0.0483 0.0542 0.0010 0.4610
7.7 45000 -2.76 1.5727 2.4161 0.1264 0.1281 0.0219 0.0562 0.0158 0.0000 0.0000 0.0523 0.0390 0.0041 0.6776
7.7 45000 -2.52 1.2558 3.1373 0.0975 0.1355 0.0218 0.0560 0.0157 0.0000 0.0016 0.0545 0.0295 0.0110 0.9107
7.7 45000 -2.27 1.0190 3.7701 0.0790 0.1381 0.0217 0.0557 0.0156 0.0000 0.0031 0.0552 0.0231 0.0254 1.1606
7.7 45000 -2.01 0.8348 4.3617 0.0665 0.1376 0.0216 0.0555 0.0155 0.0000 0.0050 0.0550 0.0186 0.0503 1.4388
7.7 45000 -1.76 0.6917 4.9226 0.0578 0.1345 0.0214 0.0551 0.0154 0.0000 0.0073 0.0540 0.0153 0.0804 1.7454
7.7 45000 -1.51 0.5806 5.4544 0.0516 0.1295 0.0212 0.0548 0.0153 0.0000 0.0099 0.0523 0.0129 0.1038 2.0759
7.7 50000 -4.00 1.8879 0.0542 0.5580 0.0387 0.0237 0.0606 0.0172 0.0000 0.0000 0.0312 0.0977 0.0000 0.0560
7.7 50000 -3.75 2.1630 0.1873 0.4624 0.0560 0.0232 0.0595 0.0168 0.0000 0.0000 0.0357 0.0991 0.0000 0.1111
7.7 50000 -3.50 2.3584 0.4215 0.3466 0.0770 0.0226 0.0579 0.0164 0.0000 0.0000 0.0402 0.0907 0.0000 0.1938
7.7 50000 -3.26 2.1489 1.0882 0.2546 0.0982 0.0224 0.0572 0.0161 0.0000 0.0000 0.0453 0.0704 0.0020 0.3349
7.7 50000 -3.01 1.6664 2.0219 0.1811 0.1165 0.0221 0.0566 0.0159 0.0000 0.0000 0.0499 0.0494 0.0090 0.5338
7.7 50000 -2.76 1.2554 2.9046 0.1328 0.1278 0.0219 0.0562 0.0158 0.0000 0.0015 0.0527 0.0354 0.0336 0.7776
7.7 50000 -2.52 0.9877 3.6176 0.1045 0.1312 0.0218 0.0558 0.0157 0.0011 0.0033 0.0532 0.0270 0.0900 1.0171
7.7 50000 -2.26 0.7927 4.2478 0.0859 0.1297 0.0216 0.0554 0.0155 0.0015 0.0057 0.0523 0.0213 0.1679 1.2472
7.7 50000 -2.05 0.6695 4.7246 0.0752 0.1262 0.0214 0.0551 0.0154 0.0019 0.0079 0.0508 0.0179 0.2204 1.4299
7.7 50000 -1.80 0.5534 5.2667 0.0658 0.1199 0.0212 0.0546 0.0153 0.0027 0.0109 0.0485 0.0149 0.2647 1.6460
7.7 50000 -1.51 0.4521 5.8482 0.0579 0.1109 0.0209 0.0540 0.0151 0.0041 0.0148 0.0452 0.0124 0.3112 1.8755
7.7 55000 -4.00 1.9610 0.0426 0.5339 0.0434 0.0241 0.0617 0.0175 0.0000 0.0000 0.0334 0.0997 0.0000 0.0653
7.7 55000 -3.75 2.2830 0.1491 0.4365 0.0613 0.0235 0.0603 0.0171 0.0000 0.0000 0.0378 0.1002 0.0000 0.1272
7.7 55000 -3.51 2.4388 0.4755 0.3388 0.0819 0.0230 0.0590 0.0167 0.0000 0.0000 0.0425 0.0893 0.0000 0.2321
7.7 55000 -3.26 2.1785 1.2339 0.2463 0.1035 0.0226 0.0579 0.0163 0.0000 0.0000 0.0476 0.0668 0.0014 0.4001
7.7 55000 -3.01 1.6775 2.2212 0.1772 0.1214 0.0223 0.0571 0.0161 0.0000 0.0000 0.0523 0.0467 0.0070 0.6330
7.7 55000 -2.76 1.2702 3.1449 0.1321 0.1321 0.0220 0.0566 0.0159 0.0000 0.0014 0.0555 0.0337 0.0269 0.9263
7.7 55000 -2.52 1.0012 3.9115 0.1052 0.1349 0.0219 0.0562 0.0158 0.0000 0.0033 0.0563 0.0258 0.0776 1.2337
7.7 55000 -2.27 0.8065 4.5809 0.0875 0.1329 0.0217 0.0558 0.0157 0.0000 0.0056 0.0558 0.0205 0.1581 1.5344
7.7 55000 -2.07 0.6881 5.0638 0.0776 0.1294 0.0215 0.0555 0.0156 0.0000 0.0078 0.0547 0.0174 0.2177 1.7665
7.7 55000 -1.76 0.5467 5.7550 0.0663 0.1217 0.0213 0.0550 0.0154 0.0012 0.0115 0.0521 0.0139 0.2742 2.1185
7.7 55000 -1.52 0.4611 6.2647 0.0595 0.1143 0.0211 0.0546 0.0153 0.0017 0.0148 0.0494 0.0119 0.3042 2.3840
7.7 60000 -4.00 1.9770 0.0670 0.5910 0.0387 0.0243 0.0620 0.0176 0.0000 0.0000 0.0345 0.1009 0.0000 0.0708
7.7 60000 -3.75 2.2466 0.2272 0.4927 0.0561 0.0235 0.0600 0.0170 0.0000 0.0000 0.0387 0.0994 0.0000 0.1366
